kanjiID,kanji,authorsNote,onyomiReadingOne,onyomiReadingTwo,onyomiReadingThree,onyomiVocabWordOne,onyomiVocabWordReadingOne,onyomiVocabWordMeaningOne,onyomiSampleSentenceOne,onyomiSampleSentenceMeaningOne,onyomiVocabWordTwo,onyomiVocabWordReadingTwo,onyomiVocabWordMeaningTwo,onyomiSampleSentenceTwo,onyomiSampleSentenceMeaningTwo,onyomiVocabWordThree,onyomiVocabWordReadingThree,onyomiVocabWordMeaningThree,onyomiSampleSentenceThree,onyomiSampleSentenceMeaningThree,onyomiVocabWordFour,onyomiVocabWordReadingFour,onyomiVocabWordMeaningFour,onyomiSampleSentenceFour,onyomiSampleSentenceMeaningFour,onyomiVocabWordFive,onyomiVocabWordReadingFive,onyomiVocabWordMeaningFive,onyomiSampleSentenceFive,onyomiSampleSentenceMeaningFive,onyomiVocabWordSix,onyomiVocabWordReadingSix,onyomiVocabWordMeaningSix,onyomiSampleSentenceSix,onyomiSampleSentenceMeaningSix,onyomiMultipleChoiceReadingOne,onyomiMultipleChoiceReadingTwo,onyomiMultipleChoiceReadingThree,onyomiMultipleChoiceReadingFour,onyomiMultipleChoiceReadingFive,onyomiMultipleChoiceReadingSix,furiganaOnyomiSampleSentenceOne,furiganaOnyomiSampleSentenceTwo,furiganaOnyomiSampleSentenceThree,furiganaOnyomiSampleSentenceFour,furiganaOnyomiSampleSentenceFive,furiganaOnyomiSampleSentenceSix,associatedLevel
568,愛,None,あい,None,None,愛,あい,love,家族//かぞく//の愛//あい//に私//わたし//は支//ささ//えられています。,I am supported by my family’s love.,恋//れん//愛,れんあい,Romantic love,彼//かれ//は恋愛//れんあい//に興//きょう//味//み//があります。,He is interested in romance.,愛国心,あいこくしん,Patriotism,彼//かれ//は愛国//あいこく//心//しん//が強//つよ//いです。,He has strong patriotism.,愛してる,あいしてる,I love you,日本//にほん//では、ストレートに“愛//あい//してる”と言//い//うのは珍//めずら//しい。(The words “愛してる” make me feel a little embarrassed.),"In Japan, it’s rare to say “I love you” directly.",,,,,,,,,,,"あい,まなこ,じつ,いとし","あい,こころ,じつ,いとし","あい,まなこ,こころ,いとしい","あい,こうい,こころ,しん",,,,,,,,,29
569,富,None,ふ,ふう,None,富士山,ふじさん,"Mount Fuji, Mt. Fuji",富//ふ//士//じ//山//さん//は日本//にほん//で一番//いちばん//高//たか//い山//やま//です。,Mount Fuji is the highest mountain in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,"ふ,ひん,でん,ふみ","ふ,ぶ,で,ふみ",,,,,,,,,,,29
570,英,None,えい,None,None,英語,えいご,English language,彼//かれ//は英//えい//語//ご//が上//じょう//手//ず//です。,He is good at English.,英国,えいこく,England,"英国//えいこく//へ旅行//りょこう//しました。(“イギリス” is used in speech, but “英国” appears in writing or the news.)",I traveled to England.,英知,えいち,"Wisdom, Intelligence",このロボットは人類//じんるい//の英知//えいち//を集//しゅう//結//けつ//させて作//つく//られました。,This robot was created by bringing together the wisdom of humanity.,,,,,,,,,,,,,,,,"えい,みちる,ひい,はん","えい,こく,くに,はん","えい,みち,おう,ほん","えい,えほ,えむ,えし",,,,,,,,,29
571,未,None,み,None,None,未来,みらい,Future,彼//かれ//は明//あか//るい未//み//来//らい//を信//しん//じている。,He believes in a bright future.,未定,みてい,Undecided,会//かい//議//ぎ//の日程//にってい//はまだ未//み//定//てい//です。,The schedule of the meeting is still undecided.,未満,みまん,Less than,この遊園//ゆうえん//地//ち//は三歳//さんさい//未//み//満//まん//の子//こ//は無//む//料//りょう//です。,Children under three years old can enter this amusement park for free.,未知,みち,Unknown,彼女//かのじょ//は未知//みち//の世//せ//界//かい//に興//きょう//味//み//を持//も//っている。,She is interested in the unknown world.,,,,,,,,,,,"み, まん, みい, ち","み, みん, すえ, さつ","み, まん, みし, みち","み, まん, たい, ち",,,,,,,,,29
572,低,None,てい,None,None,低温,ていおん,Low temperature,低温//ていおん//で保//ほ//管//かん//してください。,Please store it at a low temperature.,低下,ていか,Decline,最近//さいきん//、集//しゅう//中//ちゅう//力//りょく//が低//てい//下//か//している。,"Lately, my concentration has been declining.",最低,さいてい,"Minimum, The lowest, The worst",あんなことを言//い//うなんて、彼//かれ//は最低//さいてい//だ。,He’s the worst for saying something like that.,,,,,,,,,,,,,,,,"てい, あつ, か, とく","てい, ひつ, か, そこ","てい, き, こう, しょ",,,,,,,,,,29
573,梨,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
574,冷,None,れい,None,None,冷房//ぼう//,れいぼう,Air conditioning,冷房//れいぼう//をつけると部屋//へや//が涼//すず//しくなる。,Turning on the air conditioning makes the room cool.,冷凍//とう//,れいとう,Freezing,冷凍//れいとう//食//しょく//品//ひん//は便//べん//利//り//です。,Frozen food is convenient.,,,,,,,,,,,,,,,,,,,,,"れい, せい, ぼう, とう","れい, さい, ぼう, とう","れい, れ, ほう, とう","れい, せ, れ, れう",,,,,,,,,29
575,類,None,るい,None,None,書類,しょるい,Document,書類//しょるい//を提//てい//出//しゅつ//してください。,Please submit the documents.,種類,しゅるい,Type,この店//みせ//には色々//いろいろ//な種類//しゅるい//のパンがあります。,This shop has various types of bread.,同類,どうるい,Same kind,彼//かれ//は私//わたし//と同類//どうるい//だ。,He is the same kind as me.,,,,,,,,,,,,,,,,"るい, ぞく, たる, おなじ","るい, そう, たみ, おな","るい, こめ, ひと, たるい","るい, みん, しん, どん",,,,,,,,,29
576,児,None,じ,に,None,児童,じどう,Children,児//じ//童//どう//たちは公園//こうえん//で遊//あそ//んでいる。,The children are playing in the park.,小児科,しょうにか,Pediatrics,彼//かれ//は小//しょう//児科//にか//の医//い//者//しゃ//です。,He is a pediatric doctor.,,,,,,,,,,,,,,,,,,,,,"じ, に, か, こ","じ, の, か, こ","こ, に, が, み","じ, に, か, ご",,,,,,,,,29
577,牧,None,ぼく,None,None,牧場,ぼくじょう,Ranch,"牧//ぼく//場//じょう//には多//おお//くの牛//うし//がいる。(""牧場"" can be read as ""bokujou"" or ""makiba""; both mean the same.)",There are many cows on the ranch.,牧草,ぼくそう,Pasture grass,牛//うし//は牧草//ぼくそう//を食//た//べる。,Cows eat pasture grass.,遊牧,ゆうぼく,Nomadism,遊牧//ゆうぼく//民//みん//は移//い//動//どう//しながら暮//く//らしている。,Nomads live while moving.,,,,,,,,,,,,,,,,"ぼく, し, じょう, そう","ぼく, し, じゅう, そう","ぼく, し, じょう, ぞう",,,,,,,,,,29
578,印,None,いん,None,None,印象,いんしょう,Impression,彼//かれ//の言//こと//葉//ば//が強//つよ//い印///いん//象//しょう//を残//のこ//した。,His words left a strong impression.,印字,いんじ,"Printing, Imprint",この書類//しょるい//は、印字//いんじ//がかすれていて読//よ//みにくい。,The printing on this document is faint and hard to read.,,,,,,,,,,,,,,,,,,,,,"いん, さつ, じい, ちょう","いん, さつ, はん, ちょう",,,,,,,,,,,29
579,標,None,ひょう,None,None,目標,もくひょう,Goal,彼//かれ//の目//もく//標//ひょう//は医//い//者//しゃ//になることだ。,His goal is to become a doctor.,指標,しひょう,Indicator,失//しつ//業//ぎょう//率//りつ//は、経済//けいざい//の健全性//けんぜんせい//を示//しめ//す重//じゅう//要//よう//な指//し//標//ひょう//です。,The unemployment rate is a key indicator of economic health.,標本,ひょうほん,Specimen,この標本//ひょうほん//の昆虫//こんちゅう//は、非常//ひじょう//に珍//めずら//しい種類//しゅるい//です。,This insect specimen is an extremely rare species.,商標,しょうひょう,Trademark,そのブランドは商標//しょうひょう//登録//とうろく//されています。,The brand is trademarked.,,,,,,,,,,,"ひょう, しき, じゅん, しょう","ひょう, しき, じゅん, き","ひょう, しるし, もく, しょ","ひょう, しん, しるし, こう",,,,,,,,,29
580,輪,None,りん,None,None,車輪,しゃりん,Wheel,自//じ//転//てん//車//しゃ//の車輪//しゃりん//を外//はず//して修理//しゅうり//が必要//ひつよう//です。,The bicycle wheel needs to be removed for repair.,五輪,ごりん,The Olympics,東京//とうきょう//五//ご//輪//りん//が開//ひら//かれた。,The Olympics were held in Tokyo.,三輪車,さんりんしゃ,Tricycle,その男//おとこ//の子//こ//は公園//こうえん//で三輪車//さんりんしゃ//に乗//の//っていました。,The little boy was riding his tricycle in the park.,前輪,ぜんりん,Front wheel,彼//かれ//は車//くるま//の前輪//ぜんりん//を点検//てんけん//した。,He checked the front wheels of the car.,,,,,,,,,,,"りん, ゆび, ご, はな","りん, しゅ, ご, はな","りん, しゅ, て, さん","りん, らん, まん, わ",,,,,,,,,29
581,熱,None,ねつ,None,None,高熱,こうねつ,High fever,彼//かれ//は高熱//こうねつ//が出//で//て寝//ね//ています。,He is in bed with a high fever.,熱意,ねつい,"Enthusiasm, Passion",彼女//かのじょ//の熱//ねつ//意//い//は仕//し//事//ごと//にも表//あらわ//れています。,Her enthusiasm is reflected in her work.,発熱,はつねつ,"Fever, Heating",風邪//かぜ//の症状//しょうじょう//として発熱//はつねつ//が見//み//られます。,Fever is a common symptom of a cold.,,,,,,,,,,,,,,,,"ねつ, あつ, れっ,しん","ねつ, あい, えつ,しん","ねつ, あい, れつ,しん",,,,,,,,,,30
582,清,None,せい,None,None,清掃//そう//,せいそう,"Cleaning, Cleanup",毎朝//まいあさ//、学校//がっこう//の清掃//せいそう//をします。,We clean the school every morning.,清流,せいりゅう,Clear stream,この川//かわ//は清流//せいりゅう//で知ら//しら//れています。,This river is known for its clear stream.,清潔//けつ//,せいけつ,"Cleanliness, Hygiene",清潔//せいけつ//な環境//かんきょう//が大切//たいせつ//です。,A clean environment is important.,,,,,,,,,,,,,,,,"せい,き,れい,せん","せい,きれい,れい,せん","せい,ぜい,へい,せん","せい,きよい,れい,あらう",,,,,,,,,30
583,覚,None,かく,None,None,感覚,かんかく,"Sense, Sensation",寒//さむ//さの感覚//かんかく//が鈍//にぶ//っている。,My sense of cold is dull.,視覚,しかく,Visual,その美//び//術//じゅつ//館//かん//には素晴//すば//らしい視//し//覚//かく//展//てん//示//じ//があった。,The museum had a stunning visual display.,味覚,みかく,Taste,このスープは美味//おい//しい味//あじ//がする。,This soup has a delicious taste.,,,,,,,,,,,,,,,,"かく,おう,みる,がく","かく,おい,おう,がく","かく,おう,み,がく",,,,,,,,,,30
584,岐,None,き,None,None,分岐,ぶんき,"Branch, Divergence",この道//みち//は二//ふた//つに分//ぶん//岐//き//しています。,This road splits into two.,岐路,きろ,"Crossroads, Turning point",人生//じんせい//の岐路//きろ//に立//た//つ。,Standing at a crossroads in life.,多岐,たき,"Various, Diverse",彼//かれ//の興//きょう//味//み//は多岐//たき//にわたる。,His interests are diverse.,,,,,,,,,,,,,,,,"き,く,し,か","き,おう,し,やま","き,お,し,か",,,,,,,,,,30
585,億,None,おく,おっ,None,億万長者,おくまんちょうじゃ,billionaire,彼//かれ//は億万//おくまん//長//ちょう//者//じゃ//です。,He is a multimillionaire.,数億,すうおく,Several hundred million,この企//き//業//ぎょう//は数億//すうおく//円//えん//の利//り//益//えき//を上//あ//げた。,This company made a profit of several hundred million yen.,億単位,おくたんい,In the hundreds of millions,このプロジェクト//は億単位//おくたんい//の資//し//金//きん//が必要//ひつよう//です。,This project requires funds in the hundreds of millions.,,,,,,,,,,,,,,,,"おく,よく,えき,まん","おく,よく,えん,まん","おく,せん,えき,まん",,,,,,,,,,30
586,径,None,けい,None,None,直径,ちょっけい,Diameter,円//えん//の直径//ちょっけい//を測//はか//ります。,I will measure the diameter of the circle.,口径,こうけい,"Caliber, Bore diameter",この銃//じゅう//の口径//こうけい//は9ミリです。,The caliber of this gun is 9mm.,半径,はんけい,Radius,この円//えん//の半径//はんけい//は5センチです。,The radius of this circle is 5 cm.,径路,けいろ,"Path, Route",情報//じょうほう//の伝達//でんたつ//には多//おお//くの径//けい//路//ろ//がある。,There are many paths for information transmission.,,,,,,,,,,,"けい,つち,こう,また","けい,つち,こう,い","けい,へき,こう,い","けい,げい,け,こ",,,,,,,,,30
587,芸,None,げい,None,None,芸術//じゅつ//,げいじゅつ,Art,芸//げい//術//じゅつ//は時//じ//代//だい//を映//うつ//す鏡//かがみ//です。,Art is a mirror of the times.,園芸,えんげい,"Gardening, Horticulture",母//はは//は園芸//えんげい//が趣味//しゅみ//です。,My mother enjoys gardening.,工芸,こうげい,"Craft, Craftsmanship",この工芸品//こうげいひん//は手//て//作//づく//りです。,This craft is handmade.,,,,,,,,,,,,,,,,"げい,わざ,じゅつ,のう","げい,こう,じゅつ,のう","げい,こう,じゅつ,まつ","げい,こう,じゅつ,まつ",,,,,,,,,30
588,殺,None,さつ,さい,None,殺人,さつじん,Murder,殺人//さつじん//事//じ//件//けん//が発生//はっせい//した。,A murder case occurred.,殺害,さつがい,"Killing, Assassination",彼//かれ//は殺害//さつがい//の容//よう//疑//ぎ//をかけられた。,He was suspected of murder.,相殺,そうさい,"Offset, Cancel out",利//り//益//えき//と損失//そんしつ//が相殺//そうさい//された。,The profits and losses were offset.,,,,,,,,,,,,,,,,"さつ,ざい,こう,せん","さつ,ざい,こう,せん","さい,ざい,こい,せん",,,,,,,,,,30
589,陸,None,りく,None,None,陸地,りくち,"Land, dry land",飛//ひ//行//こう//機//き//は陸//りく//地//ち//に近//ちか//づいている。,The plane is approaching land.,上陸,じょうりく,"Landing, Going ashore",台風//たいふう//が日本//にほん//に上陸//じょうりく//した。,The typhoon made landfall in Japan.,陸軍,りくぐん,Army,彼//かれ//は陸軍//りくぐん//に所属//しょぞく//していた。,He was in the army.,陸上,りくじょう,"Land, Track and field",彼女//かのじょ//は陸//りく//上//じょう//競//きょう//技//ぎ//の選手//せんしゅ//です。,She is a track and field athlete.,,,,,,,,,,,"りく,ろく,たい,じょ","りく,ろく,つち,はか","りく,はか,たい,じょ","りく,ろく,つち,いし",,,,,,,,,30
590,帯,None,たい,None,None,地帯,ちたい,"Zone, Area",この辺//あた//りは安全//あんぜん//な地帯//ちたい//です。,This area is a safe zone.,携//けい//帯,けいたい,"Portable, Mobile",携帯//けいたい//電//でん//話//わ//を忘//わす//れた。,I forgot my mobile phone.,熱帯,ねったい,"Tropics, Tropical zone",熱帯//ねったい//の気//き//候//こう//は暑//あつ//い。,The tropical climate is hot.,,,,,,,,,,,,,,,,"たい,おう,だい,ち","たい,はん,だい,ち","たい,はん,だい,ばん","たい,はい,だい,じん",,,,,,,,,30
591,努,None,ど,None,None,努力,どりょく,"Effort, Endeavor",彼//かれ//は試//し//験//けん//に向//む//けて努//ど//力//りょく//している。,He is making an effort to prepare for the exam.,努力家,どりょくか,Hardworking person,彼女//かのじょ//は努//ど//力//りょく//家//か//として知//し//られている。,She is known as a hardworking person.,,,,,,,,,,,,,,,,,,,,,"ど,つ,む,しょう","ど,つ,む,しょう",,,,,,,,,,,30
592,固,None,こ,None,None,固定,こてい,"Fixation, Stability",棚//たな//を壁//かべ//に固//こ//定//てい//しました。,I fixed the shelf to the wall.,強固,きょうこ,"Firm, Strong",この会社//かいしゃ//のセキュリティシステムは強固//きょうこ//です。,The security system of this company is very strong.,固体,こたい,Solid (state of matter),水//みず//は0度//ど//で固//こ//体//たい//になる。,Water turns into a solid at 0 degrees.,頑//がん//固,がんこ,Stubbornness,彼//かれ//は頑//がん//固//こ//な性格//せいかく//だ。,He has a stubborn personality.,,,,,,,,,,,"こ,かい,こん,ふるい","こ,かい,がい,ふる","こ,か,ご,ふう","こ,かい,こん,ふるい",,,,,,,,,30
593,鏡,None,きょう,None,None,望遠鏡,ぼうえんきょう,Telescope,天体//てんたい//を望遠//ぼうえん//鏡//きょう//で観察//かんさつ//する。,Observe celestial bodies with a telescope.,鏡面,きょうめん,Mirror surface,このテーブル//は鏡面//きょうめん//仕上//しあ//げです。,This table has a mirror finish.,,,,,,,,,,,,,,,,,,,,,"きょう, えん,うつし,けい","きょう, えん,うつる,けい",,,,,,,,,,,30
594,散,None,さん,None,None,発散,はっさん,"Emission, release",ストレス//を発散//はっさん//するために運動//うんどう//する。,I exercise to release stress.,解//かい//散,かいさん,"Dissolution, Breakup",会//かい//議//ぎ//は解散//かいさん//した。,The meeting was dissolved.,散歩,さんぽ,"Walk,Stroll",私//わたし//たちは海岸//かいがん//沿//ぞ//いをのんびりと散//さん//歩//ぽ//した。,We took a leisurely stroll along the beach.,,,,,,,,,,,,,,,,"さん,ほう,ぽ,もう","さん,ほう,ぽ,おう","さん,さ,ぽ,も",,,,,,,,,,30
595,司,None,し,None,None,司会,しかい,"Chairperson, moderator",彼//かれ//はイベントの司//し//会//かい//を務//つと//める。,He will act as the moderator for the event.,司法,しほう,"Judiciary, Justice",司//し//法//ほう//の独立//どくりつ//は大切//たいせつ//だ。,The independence of the judiciary is important.,,,,,,,,,,,,,,,,,,,,,"し,じ,つか,しん","し,ひ,つか,ひん","し,じ,つか,しん","し,ひ,つか,ひん",,,,,,,,,30
596,康,None,こう,None,None,健康,けんこう,Health,毎日//まいにち//運動//うんどう//することは健康//けんこう//に良//よ//いです。,Exercising every day is good for your health.,小康,しょうこう,"Temporary recovery, Lull",病状//びょうじょう//は小康//しょうこう//を保//たも//っています。,The condition is temporarily stable.,,,,,,,,,,,,,,,,,,,,,"こう,きよい,えん,やん","こう,きよい,えん,はい","こう,きい,えん,そく",,,,,,,,,,30
597,静,None,せい,じょう,None,冷静,れいせい,"Calmness, composure",冷静//れいせい//に対処//たいしょ//してください。,Please handle it calmly.,静止,せいし,"Stillness, Immobility",カメラの前//まえ//で静//せい//止//し//してください。,Please stay still in front of the camera.,安静,あんせい,"Rest, Repose",病//びょう//気//き//の間//あいだ//は安静//あんせい//にする必要があります。,It’s necessary to stay at rest during your illness.,静脈,じょうみゃく,Vein,医者//いしゃ//が静脈//じょうみゃく//に注射//ちゅうしゃ//しました。,The doctor gave an injection into a vein.,,,,,,,,,,,"せい,へい,しん,しい","せい,へい,しん,し","せい,せ,しん,し",,,,,,,,,,30
598,卒,None,そつ,None,None,卒業,そつぎょう,Graduation,彼//かれ//は大学//だいがく//を卒業//そつぎょう//しました。,He graduated from university.,卒園,そつえん,Kindergarten graduation,わが子//こ//が無事//ぶじ//に卒園//そつえん//の⽇//ひ//を迎//むか//えました。,My child has safely reached their kindergarten graduation day.,,,,,,,,,,,,,,,,,,,,,"そつ,そう,そん,しん","そつ,そい,そ,しん",,,,,,,,,,,30
599,順,None,じゅん,None,None,順番,じゅんばん,"Order, Sequence",順//じゅん//番//ばん//を守//まも//りましょう。,Let's follow the order.,順調,じゅんちょう,"Favorable, smooth",計画//けいかく//は順調//じゅんちょう//に進//すす//んでいる。,The plan is progressing smoothly.,順位,じゅんい,"Ranking, Position",大会//たいかい//での順//じゅん//位//い//が発//はっ//表//ぴょう//された。,The tournament rankings were announced.,,,,,,,,,,,,,,,,"じゅん,しゅん,かわ,しゅう","じゅん,しゅ,かわ,しゅう","じゅん,しゅん,し,じょ","じゅん,し,かわ,じょ",,,,,,,,,30
600,滋,None,じ,し,None,滋養,じよう,Nourishment,このスープは滋養//じよう//たっぷりで、体//からだ//が温//あたた//まります。,This soup is full of nourishment and warms the body.,滋賀県,しがけん,Shiga Prefecture,滋賀県//しがけん//には大//おお//きな湖//みずうみ//があります。,There is a large lake in Shiga Prefecture.,,,,,,,,,,,,,,,,,,,,,"じ,じゅ,じょ,じん","し,じゅ,じょ,じん",,,,,,,,,,,30
601,歴,None,れき,None,None,歴史,れきし,History,彼//かれ//は日本//にほん//の歴//れき//史//し//を研//けん//究//きゅう//しています。,He is researching Japanese history.,学歴,がくれき,Academic background,彼//かれ//の学歴//がくれき//はとても立派//りっぱ//です。,His academic background is very impressive.,履//り//歴,りれき,"History, Record",サイトの閲覧//えつらん//履//り//歴//れき//を削除//さくじょ//しました。,I deleted the browsing history.,経//けい//歴,けいれき,Career,彼//かれ//の経歴//けいれき//は多//た//彩//さい//です。,His career is diverse.,,,,,,,,,,,"れき,れい,へき,えき","れき,れ,れむ,し","れき,れい,へき,えき","れき,れ,れい,し",,,,,,,,,31
602,巣,None,そう,None,None,巣窟//くつ//,そうくつ,"Hotbed, Den",その地域//ちいき//は犯罪//はんざい//の巣窟//そうくつ//となってしまった。,The area has become a hotbed of crime.,,,,,,,,,,,,,,,,,,,,,,,,,,"そう,ぞう,すん,こう","そう,ぞう,すん,こう",,,,,,,,,,,31
603,老,None,ろう,None,None,老人,ろうじん,Elderly person,公園//こうえん//には多//おお//くの老人//ろうじん//が散//さん//歩//ぽ//しています。,Many elderly people are walking in the park.,老後,ろうご,Old age,彼//かれ//は老//ろう//後//ご//の生活//せいかつ//を考//かんが//えています。,He is thinking about his life in old age.,老化,ろうか,Aging,健康//けんこう//的//てき//な生活//せいかつ//は老//ろう//化//か//を遅//おく//らせます。,A healthy lifestyle slows aging.,,,,,,,,,,,,,,,,"ろう,ろ,ほう,もう","ろう,ろ,おう,もこい","ろう,ろ,ほう,ぼう","ろう,ろい,ほう,もう",,,,,,,,,31
604,令,None,れい,None,None,命令,めいれい,"Order, command",上//じょう//司//し//の命令//めいれい//には従//したが//わなければなりません。,You must follow your boss’s orders.,令和,れいわ,Reiwa era,令//れい//和//わ//時//じ//代//だい//が始//はじ//まりました。,The Reiwa era has begun.,法令,ほうれい,Laws and regulations,新//あたら//しい法令//ほうれい//が施//し//行//こう//されました。,New laws and regulations have been enacted.,指令,しれい,"Directive, Command",本//ほん//部//ぶ//からの指//し//令//れい//を待//ま//っています。,We are waiting for instructions from headquarters.,,,,,,,,,,,"れい,えい,れ,りつ","れい,え,れ,り","れい,えい,れ,りつ","れい,へい,れ,れん",,,,,,,,,31
605,徒,None,と,None,None,徒歩,とほ,Walking,彼//かれ//は毎日//まいにち//徒歩//とほ//で通勤//つうきん//しています。,He commutes on foot every day.,生徒,せいと,Student,先生//せんせい//は生//せい//徒//と//に優//やさ//しいです。,The teacher is kind to students.,徒労,とろう,Futile effort,何時間//なんじかん//もかけた作業//さぎょう//が徒労//とろう//に終//お//わった。,The work I spent hours on ended in vain.,,,,,,,,,,,,,,,,"と,とん,とい,そく","と,とん,とい,そく","と,とん,とい,そく",,,,,,,,,,31
606,貨,None,か,None,None,貨物,かもつ,"Cargo, Freight",この貨//か//物//もつ//は海外//かいがい//から届//とど//きました。,This cargo arrived from overseas.,硬//こう//貨,こうか,Coin,自//じ//動//どう//販売//はんばい//機//き//で硬//こう//貨//か//を使//つか//いました。,I used a coin in the vending machine.,通貨,つうか,Currency,日本//にほん//の通//つう//貨//か//は円//えん//です。,The currency of Japan is the yen.,,,,,,,,,,,,,,,,"か,かい,へい,おかね","か,かい,へい,きん","か,かい,へい,が","か,かい,へい,おかね",,,,,,,,,31
607,航,None,こう,None,None,航空,こうくう,Aviation,彼//かれ//は航空//こうくう//会社//がいしゃ//で働//はたら//いています。,He works at an airline company.,航路,こうろ,Sea route,船//ふね//は航//こう//路//ろ//を変//か//えました。,The ship changed its route.,航海,こうかい,Voyage,彼//かれ//は長//なが//い航海//こうかい//に出//で//ました。,He set out on a long voyage.,航行,こうこう,Navigation,船//ふね//は安全//あんぜん//に航行//こうこう//しています。,The ship is navigating safely.,,,,,,,,,,,"こう,ごう,こ,ふね","こう,ご,こ,ふね","こう,せん,こ,ふね","こう,せん,せ,ふね",,,,,,,,,31
608,季,None,き,None,None,四季,しき,Four seasons,日本//にほん//には四季//しき//があります。,Japan has four seasons.,,,,,,,,,,,,,,,,,,,,,,,,,,"き,し,り,そん",,,,,,,,,,,,31
609,芽,None,が,None,None,発芽,はつが,Germination,春//はる//には多//おお//くの植//しょく//物//ぶつ//が発//はつ//芽//が//します。,Many plants germinate in spring.,,,,,,,,,,,,,,,,,,,,,,,,,,"が,そん,めい,めん",,,,,,,,,,,,31
610,香,None,こう,None,None,香水,こうすい,Perfume,彼女//かのじょ//は香水//こうすい//をつけています。,She is wearing perfume.,線香,せんこう,Incense stick,仏壇//ぶつだん//に線香//せんこう//を供//そな//えました。,I offered incense at the family altar.,香料,こうりょう,"Perfume, Fragrance",この石//せっ//けんには天然//てんねん//の香料//こうりょう//が使//つか//われています。,This soap contains natural fragrances.,,,,,,,,,,,,,,,,"こう,かお,ぎょう,におい","こう,かお,ぎょう,におい","こう,かお,ぎょう,におい",,,,,,,,,,31
611,欠,None,けつ,けっ,None,欠席,けっせき,Absence,彼//かれ//は今日//きょう//の授//じゅ//業//ぎょう//を欠席//けっせき//しました。,He was absent from class today.,欠点,けってん,"Weakness, Flaw",彼//かれ//の欠点//けってん//は忘//わす//れっぽいことです。,His flaw is that he is forgetful.,,,,,,,,,,,,,,,,,,,,,"けっ,けい,きつ,き","けっ,けい,きつ,き",,,,,,,,,,,31
612,底,None,てい,None,None,海底,かいてい,Seafloor,潜水艦//せんすいかん//が海底//かいてい//に沈//しず//みました。,The submarine sank to the seafloor.,底辺,ていへん,"Base, Bottom",彼//かれ//は社会//しゃかい//の底辺//ていへん//から努力//どりょく//して、はい上//あ//がった。,He struggled his way up from the bottom of society through hard work.,,,,,,,,,,,,,,,,,,,,,"てい,てん,そう,て","てい,てん,そう,でん","てい,て,そう,で",,,,,,,,,,31
613,媛,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"えん,め,めい,おんな",,,,,,,,,,,,31
614,願,None,がん,None,None,願望,がんぼう,"Desire, Wish",誰//だれ//にでも承認//しょうにん//されたいという願望//がんぼう//はある。,Everyone has a desire to be accepted.,願書,がんしょ,Application form,大学//だいがく//の願書//がんしょ//を提出//ていしゅつ//しました。,I submitted my university application.,念願,ねんがん,Long-cherished wish,念願//ねんがん//の夢//ゆめ//が叶//かな//いました。,My long-cherished dream came true.,,,,,,,,,,,,,,,,"がん,ねがう,えつ,あつ","がん,ねい,えい,あつ","がん,ねがう,えつ,あつ","がん,かん,えつ,あつ",,,,,,,,,31
615,希,None,き,None,None,希望,きぼう,Hope,彼//かれ//の希//き//望//ぼう//は医//い//者//しゃ//になることです。,His hope is to become a doctor.,希少,きしょう,Rare,これは希//き//少//しょう//な宝石//ほうせき//です。,This is a rare gemstone.,,,,,,,,,,,,,,,,,,,,,"き,け,げ,こう","き,け,げ,こう","き,け,げ,こう",,,,,,,,,,31
616,笑,None,しょう,None,None,失笑,しっしょう,To chuckle,彼女//かのじょ//の天然//てんねん//な返答//へんとう//に、思//おも//わず失//しっ//笑//しょう//が漏//も//れた。,Her innocent response made me unintentionally chuckle.,苦笑,くしょう,to give a wry smile,彼//かれ//は気//き//まずい状//じょう//況//きょう//に苦//く//笑//しょう//した。,He gave a wry smile at the awkward situation.,,,,,,,,,,,,,,,,,,,,,"しょう,じょう,わ,わん","しょう,じょう,ひょう,みょう",,,,,,,,,,,31
617,停,None,てい,None,None,停止,ていし,Stop,機//き//械//かい//が突然//とつぜん//停//てい//止//し//しました。,The machine suddenly stopped.,停車,ていしゃ,Stopping (a vehicle),バスが停車//ていしゃ//しました。,The bus stopped.,停電,ていでん,Power outage,昨//さく//夜//や//は停電//ていでん//しました。,There was a power outage last night.,,,,,,,,,,,,,,,,"てい,でい,でん,し","てい,で,でん,し","てい,へい,でん,し",,,,,,,,,,31
618,束,None,そく,None,None,約束,やくそく,Promise,彼//かれ//は約束//やくそく//を守//まも//ります。,He keeps his promises.,結束,けっそく,Unity,チームの結束//けっそく//が強//つよ//いです。,The team has strong unity.,,,,,,,,,,,,,,,,,,,,,"そく,そん,あし,ね","そく,そん,あし,ほん",,,,,,,,,,,31
619,仲,None,ちゅう,None,None,仲介//かい//,ちゅうかい,Mediation,会社//かいしゃ//は仲介//ちゅうかい//業//ぎょう//をしている。,The company is in the mediation business.,,,,,,,,,,,,,,,,,,,,,,,,,,"ちゅう,ちょう,な,そん",,,,,,,,,,,,31
