kanjiID,kanji,authorsNote,kunyomiReadingOne,kunyomiReadingTwo,kunyomiReadingThree,kunyomiVocabWordOne,kunyomiVocabWordReadingOne,kunyomiVocabWordMeaningOne,kunyomiSampleSentenceOne,kunyomiSampleSentenceMeaningOne,kunyomiVocabWordTwo,kunyomiVocabWordReadingTwo,kunyomiVocabWordMeaningTwo,kunyomiSampleSentenceTwo,kunyomiSampleSentenceMeaningTwo,kunyomiVocabWordThree,kunyomiVocabWordReadingThree,kunyomiVocabWordMeaningThree,kunyomiSampleSentenceThree,kunyomiSampleSentenceMeaningThree,kunyomiVocabWordFour,kunyomiVocabWordReadingFour,kunyomiVocabWordMeaningFour,kunyomiSampleSentenceFour,kunyomiSampleSentenceMeaningFour,kunyomiVocabWordFive,kunyomiVocabWordReadingFive,kunyomiVocabWordMeaningFive,kunyomiSampleSentenceFive,kunyomiSampleSentenceMeaningFive,kunyomiVocabWordSix,kunyomiVocabWordReadingSix,kunyomiVocabWordMeaningSix,kunyomiSampleSentenceSix,kunyomiSampleSentenceMeaningSix,kunyomiMultipleChoiceReadingOne,kunyomiMultipleChoiceReadingTwo,kunyomiMultipleChoiceReadingThree,kunyomiMultipleChoiceReadingFour,kunyomiMultipleChoiceReadingFive,kunyomiMultipleChoiceReadingSix,furiganaKunyomiSampleSentenceOne,furiganaKunyomiSampleSentenceTwo,furiganaKunyomiSampleSentenceThree,furiganaKunyomiSampleSentenceFour,furiganaKunyomiSampleSentenceFive,furiganaKunyomiSampleSentenceSix,associatedLevel
472,得,None,え,None,None,得る,える,Obtain,必要//ひつよう//な情//じょう//報//ほう//を得//え//る。,I was able to obtain the information I needed.,心得,こころえ,"knowledge,Basics",接客//せっきゃく//の心//こころ//得//え//を学//まな//ぶ。,Learn the basics of customer service.,,,,,,,,,,,,,,,,,,,,,"え, えう, どん, えい","え, こころ, しん, えい",,,,,,,,,,,24
473,求,None,もと,None,None,求める,もとめる,Ask for,彼//かれ//は助//たす//けを求//もと//めた。,He asked for help.,,,,,,,,,,,,,,,,,,,,,,,,,,"もと, きゅう, たのむ, さがす",,,,,,,,,,,,24
474,昨,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
475,官,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
476,告,None,つ,None,None,告げる,つげる,Announce,彼//かれ//は出発//しゅっぱつ//の時//じ//間//かん//を告//つ//げた。,He announced the departure time.,,,,,,,,,,,,,,,,,,,,,,,,,,"つ, つつ, つげ, け",,,,,,,,,,,,24
477,松,None,まつ,None,None,松の木,まつのき,Pine tree,庭//にわ//に大//おお//きな松//まつ//の木//き//がある。,There is a big pine tree in the garden.,松葉杖//づえ//,まつばづえ,Crutches,足//あし//を怪我//けが//したので、松//まつ//葉//ば//杖//づえ//が必要//ひつよう//です。,I need crutches because I injured my leg.,,,,,,,,,,,,,,,,,,,,,"まつ, しょう, き, こまつ","まつ, よう, こう, き",,,,,,,,,,,24
478,佐,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
479,変,None,か,None,None,変わる,かわる,Change,季//き//節//せつ//が変//か//わるのは早//はや//い。,The seasons change quickly.,変える,かえる,Change,予//よ//定//てい//を変//か//えました。,I changed the schedule.,,,,,,,,,,,,,,,,,,,,,"か, が, かん, こう","か, が, かん, こう",,,,,,,,,,,24
480,産,None,う,None,None,産む,うむ,"Lay, Give birth",鳥//とり//が卵//たまご//を産//う//んだ。,The bird laid an egg.,産まれる,うまれる,Be born,赤//あか//ちゃんが産//う//まれた。,A baby was born.,,,,,,,,,,,,,,,,,,,,,"う, うま, たね, うう","う, うい, ざん, せい","うぶ, ぶ, こえ, ざん",,,,,,,,,,24
481,各,None,おの,None,None,各々,おのおの,Each,各々//おのおの//の意//い//見//けん//を述//の//べる。,Each person expresses their opinion.,,,,,,,,,,,,,,,,,,,,,,,,,,"おの, ひとつ, くち, へん",,,,,,,,,,,,25
482,票,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
483,果,None,は,None,None,果たす,はたす,Fulfill,彼//かれ//は責任//せきにん//を果//は//たした。,He fulfilled his responsibility.,果て,はて,End,世//せ//界//かい//の果//は//てを見//み//てみたい。,I want to see the end of the world.,,,,,,,,,,,,,,,,,,,,,"は, こう, はう, しゅう","は, て, ひ, ほ",,,,,,,,,,,25
484,必,None,かなら,None,None,必ず,かならず,Surely,宿題//しゅくだい//は必//かなら//ずやってください。,Make sure to do your homework.,,,,,,,,,,,,,,,,,,,,,,,,,,"かなら, たしか, いん, はまら",,,,,,,,,,,,25
485,崎,None,さき,None,None,長崎,ながさき,Nagasaki,長崎//ながさき//を訪//おとず//れた。,Visited Nagasaki.,,,,,,,,,,,,,,,,,,,,,,,,,,"さき, ざき, きわ, さい",,,,,,,,,,,,25
486,争,None,あらそ,None,None,争う,あらそう,Compete,二人//ふたり//は優勝//ゆうしょう//を争//あらそ//った。,The two competed for victory.,,,,,,,,,,,,,,,,,,,,,,,,,,"あらそ, さわぐ, ちがう, たたか",,,,,,,,,,,,25
487,無,None,な,None,None,無い,ない,"No, Not",そんな話//はなし//は無//な//いよ。,That’s not true.,無くす,なくす,Lose,財//さい//布//さいふ//を無//な//くした。,I lost my wallet.,,,,,,,,,,,,,,,,,,,,,"な, む, さ, さる","な, む, け, むじ",,,,,,,,,,,25
488,位,None,くらい,None,None,位,くらい,"Position, Place",501の百//ひゃく//の位//くらい//は5です。,The hundreds place of 501 is 5.,,,,,,,,,,,,,,,,,,,,,,,,,,"くらい, すみか, ばしょ, へや",,,,,,,,,,,,25
489,置,None,お,None,None,置く,おく,Put,机//つくえ//の上//うえ//に本//ほん//を置//お//く。,Put the book on the desk.,,,,,,,,,,,,,,,,,,,,,,,,,,"お, く, ち, ばしょ",,,,,,,,,,,,25
490,隊,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
491,別,None,わか,None,None,別れる,わかれる,"To part, Separate",彼//かれ//は駅//えき//で友達//ともだち//と別//わか//れました。,He parted with his friend at the station.,別れ話,わかればなし,Breakup talk,彼女//かのじょ//と別//わか//れ話//ばなし//をしました。,I had a breakup talk with my girlfriend.,,,,,,,,,,,,,,,,,,,,,"わか, はか, わ,わん","わか, はか, わ,わん",,,,,,,,,,,25
492,付,None,つ,つけ,づ,付く,つく,"To stick, Attach",服//ふく//に汚//よご//れが付//つ//いています。,There is dirt on your clothes.,付ける,つける,"To attach, Put on",メールにファイルを付//つ//けました。,I attached a file to the email.,受付,うけつけ,Reception,入口//いりぐち//の受付//うけつけ//で名//な//前//まえ//を言//い//ってください。,Please say your name at the reception at the entrance.,気付く,きづく,"To notice, Realize",彼//かれ//はミスに気付//きづ//きました。,He noticed the mistake.,,,,,,,,,,,"つ,ぶけ,ふけ, つん","つ, つが, つも,つう","つけ, うけ, うん,づけ","づ, ず, す,すん",,,,,,,,,25
493,士,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
494,夫,None,おっと,None,None,夫,おっと,Husband,私//わたし//の夫//おっと//は医//い//者//しゃ//です。,My husband is a doctor.,,,,,,,,,,,,,,,,,,,,,,,,,,"おっと,こっと, こと, じつ",,,,,,,,,,,,25
495,特,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
496,害,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
497,副,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
498,席,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
499,残,None,のこ,None,None,残る,のこる,To remain,仕//し//事//ごと//がまだ残//のこ//っています。,The work is still remaining.,残す,のこす,To leave behind,料//りょう//理//り//を残//のこ//さないでください。,Please don’t leave food behind.,残り物,のこりもの,Leftovers,昨日//きのう//の残//のこ//り物//もの//を食//た//べました。,I ate yesterday’s leftovers.,,,,,,,,,,,,,,,,"のこ,ぜん, せん, さい","のこ, のい, のっこ,こつ","のこ, もの, のう,のい",,,,,,,,,,25
500,念,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
501,博,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
502,労,None,ねぎら,None,None,労う,ねぎらう,"To appreciate, thank",上//じょう//司//し//が部下//ぶか//を労//ねぎら//いました。,The boss thanked his subordinates.,,,,,,,,,,,,,,,,,,,,,,,,,,"ねぎら, ねぎ, ねう,ねん",,,,,,,,,,,,26
503,例,None,たと,None,None,例える,たとえる,"To compare, Liken",彼//かれ//の勇//ゆう//気//き//をライオンに例//たと//えました。,I compared his courage to that of a lion.,例え話,たとえばなし,"Metaphor, Analogy",先生//せんせい//が例//たと//え話//ばなし//をしました。,The teacher gave an analogy.,,,,,,,,,,,,,,,,,,,,,"たと,たり, たい, た","たと,たり, たい, た",,,,,,,,,,,26
504,然,None,しか,None,None,然るべき,しかるべき,"Appropriate, Proper",然//しか//るべき対応//たいおう//が必要//ひつよう//です。,Proper measures are necessary.,,,,,,,,,,,,,,,,,,,,,,,,,,"しか,じ, ねん, しん",,,,,,,,,,,,26
505,費,None,つい,None,None,費やす,ついやす,"To spend, To consume",彼//かれ//は多//おお//くの時//じ//間//かん//を勉//べん//強//きょう//に費//つい//やしました。,He spent a lot of time studying.,,,,,,,,,,,,,,,,,,,,,,,,,,"つい,ひつ, へい, ひい",,,,,,,,,,,,26
506,伝,None,つた,つだ,None,伝える,つたえる,"To convey, To tell",先生//せんせい//の言//こと//葉//ば//を友達//ともだち//に伝//つた//えました。,I conveyed the teacher's words to my friend.,伝わる,つたわる,"To be transmitted, To spread",文//ぶん//化//か//が世//せ//代//だい//を超//こ//えて伝//つた//わります。,Culture is passed down through generations.,手伝う,てつだう,"To help, To assist",母//はは//の料//りょう//理//り//を手//て//伝//つだ//いました。,I helped my mother with cooking.,,,,,,,,,,,,,,,,"つた,つだ, とう, てん","つた,つて, つとう, つで","つだ, つな, つつ,こう",,,,,,,,,,26
507,景,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
508,奈,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
509,辺,None,あた,べ,None,辺り,あたり,"Vicinity, Around",この辺//あた//りは静//しず//かです。,This area is quiet.,海辺,うみべ,Seaside,夏//なつ//に海//うみ//辺//べ//で泳//およ//ぎました。,I swam at the seaside in summer.,川辺,かわべ,Riverside,川//かわ//辺//べ//でBBQをしました。,We had a BBQ by the riverside.,,,,,,,,,,,,,,,,"あた,ぺん, へい, ぬい","べ,べん, あたり, あたま","べ,みさき, うみ, へい",,,,,,,,,,26
510,功,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
511,料,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
512,養,None,やしな,None,None,養う,やしなう,"To raise, To support",彼//かれ//は家//か//族//ぞく//を養//やしな//っています。,He supports his family.,,,,,,,,,,,,,,,,,,,,,,,,,,"やしな,よ, しん, そだて",,,,,,,,,,,,26
513,街,None,まち,None,None,街,まち,"Town, City",この街//まち//はとても賑//にぎ//やかです。,This town is very lively.,街中,まちなか,"Downtown, City center",街中//まちなか//を歩//ある//くのが好//す//きです。,I like walking in the city center.,街角,まちかど,Street corner,街角//まちかど//のカフェで友達//ともだち//と会//あ//いました。,I met my friend at a café on the street corner.,街並み,まちなみ,Streetscape,京//きょう//都//と//の街並//まちなみ//は美//うつく//しいです。,The streetscape of Kyoto is beautiful.,,,,,,,,,,,"まち,すむ, すみか, いえ","まち, まっち, まし,そん","まち,すむ, すみか, いえ","まち, まい, まし,そん",,,,,,,,,26
514,失,None,うしな,None,None,失う,うしなう,"To lose, To miss",彼//かれ//は大切//たいせつ//なものを失//うしな//いました。,He lost something important.,,,,,,,,,,,,,,,,,,,,,,,,,,"うしな,そん, しつい, や",,,,,,,,,,,,26
515,差,None,さ,None,None,差す,さす,"To shine, To insert",窓//まど//から光//ひかり//が差//さ//しています。,Light is shining through the window.,差し上げる,さしあげる,To give (polite),先生//せんせい//にお土産//みやげ//を差//さ//し上//あ//げました。,I gave my teacher a souvenir.,差し込む,さしこむ,To insert,USBをパソコンに差//さ//し込//こ//みました。,I inserted the USB into the computer.,差し支え,さしつかえ,"Hindrance, inconvenience",差//さ//し支//つか//え//がなければ教//おし//えてください。,Please tell me if it's not an inconvenience.,,,,,,,,,,,"さ,さい, さつ, ざ","さ,さひ, ざ, さつ","さ,じ, し, ざ","さ,じ, し, ざ",,,,,,,,,26
516,建,None,た,たて,None,建てる,たてる,To build,新//あたら//しい家//いえ//を建//た//てました。,I built a new house.,建つ,たつ,To be built,ここに高//たか//いビルが建//た//ちました。,A tall building was built here.,建前,たてまえ,"Official stance, Principle",彼//かれ//の言//こと//葉//ば//は建前//たてまえ//だと思//おも//います。,I think his words are just for show.,,,,,,,,,,,,,,,,"た,たて, たい, だん","た,たて, たい, だん","たて,たけ, たまえ, たし",,,,,,,,,,26
517,課,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
518,末,None,すえ,None,None,行く末,ゆくすえ,"Future, One's Fate",彼//かれ//の行//ゆ//く末//すえ//が幸//しあわ//せであることを願//ねが//っています。,I wish for his future to be a happy one.,末っ子,すえっこ,Youngest child,彼//かれ//は三人//さんにん//兄弟//きょうだい//の末//すえ//っ子//こ//です。,He is the youngest of three siblings.,末永く,すえながく,Everlasting,どうぞ末永//すえなが//くお幸//しあわ//せに。,Wishing you everlasting happiness.,,,,,,,,,,,,,,,,"すえ,まい, じつ, す","すえ,すう, す, すや","すえ,まい, じつ, す",,,,,,,,,,26
519,極,None,きわ,None,None,極める,きわめる,"To master, To pursue to the extreme",彼//かれ//は武//ぶ//道//どう//を極//きわ//めました。,He has mastered martial arts.,極まる,きわまる,"To reach an extreme, To be extreme",彼//かれ//の態//たい//度//ど//は失礼//しつれい//の極//きわ//まりないです。,His behavior is extremely rude.,感極まる,かんきわまる,To be overcome with emotion,彼//かれ//は再//さい//会//かい//の瞬//しゅん//間//かん//、感//かん//極//きわ//まって涙//なみだ//を流//なが//した。,"At the moment of reunion, he was overcome with emotion and shed tears.",,,,,,,,,,,,,,,,"きわ,ごく, きょく, ぎわ","きわ,ごく, きょく, ぎわ","きわ,ごく, きょく, ぎわ",,,,,,,,,,26
520,種,None,たね,None,None,種,たね,"Seed, Variety",花//はな//の種//たね//を植//う//えました。,I planted flower seeds.,,,,,,,,,,,,,,,,,,,,,,,,,,"たね,たに, たみ, たら",,,,,,,,,,,,26
521,沖,None,おき,None,None,沖,おき,Open sea,船//ふね//は沖//おき//へ出//で//た。,The boat went out to the open sea.,,,,,,,,,,,,,,,,,,,,,,,,,,"おき, なか, みな, さき","おき, しお, うみ, すな","おき, かわ, つり, なぎ",,,,,,,,,,27
522,量,None,はか,None,None,量る,はかる,"To measure (weight, volume)",砂//さ//糖//とう//の重//おも//さを量//はか//る。,Measure the weight of sugar.,,,,,,,,,,,,,,,,,,,,,,,,,,"はか, かさ, たか, みつ",,,,,,,,,,,,27
523,望,None,のぞ,None,None,望む,のぞむ,"To wish, To hope",彼//かれ//は成功//せいこう//を望//のぞ//んでいる。,He hopes for success.,,,,,,,,,,,,,,,,,,,,,,,,,,"のぞ, のの, まち, とお",,,,,,,,,,,,27
524,観,None,み,None,None,観る,みる,"To see, To watch",映//えい//画//が//を観//み//るのが好//す//きだ。,I like watching movies.,,,,,,,,,,,,,,,,,,,,,,,,,,"み, ま, まな, けん",,,,,,,,,,,,27
525,察,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
526,鹿,None,しか,じか,か,鹿,しか,Deer,森//もり//で鹿//しか//を見//み//かけた。,I saw a deer in the forest.,小鹿,こじか,Fawn,小//こ//鹿//じか//が母鹿//ははじか//と歩//ある//いている。,A fawn is walking with its mother.,馬鹿,ばか,"Silly, Stupid",馬//ば//鹿//か//にしないでください！,Don’t treat me like I’m stupid.,,,,,,,,,,,,,,,,"しか, うま, ひつじ, さる","じか, しい, ば, うし","か, け, こ, く",,,,,,,,,,27
527,郡,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
528,紀,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
529,説,None,と,None,None,説く,とく,"To explain, To preach",彼//かれ//は平//へい//和//わ//の重//じゅう//要//よう//性//せい//を熱//ねっ//心//しん//に説//と//いた。,He passionately explained the importance of peace.,,,,,,,,,,,,,,,,,,,,,,,,,,"と, せ, しん, けん",,,,,,,,,,,,27
530,象,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
531,達,None,たち,だち,None,友達,ともだち,Friend,彼//かれ//は新//あたら//しい友達//ともだち//を作//つく//った。,He made new friends.,,,,,,,,,,,,,,,,,,,,,,,,,,"だち, とう, とも, ゆう",,,,,,,,,,,,27
532,良,None,よ,None,None,良い,よい,Good,これはとても良//よ//いアイデアだ。,This is a very good idea.,,,,,,,,,,,,,,,,,,,,,,,,,,"よ,ひょう, ほ, は",,,,,,,,,,,,27
533,候,None,そうろう,None,None,居候,いそうろう,Staying with someone,アパートを探//さが//している間//あいだ//、友達//ともだち//の家//いえ//に居//い//候//そうろう//しています。,I'm staying with my friend while I look for an apartment.,,,,,,,,,,,,,,,,,,,,,,,,,,"そうろう,ほうろう,もうろう,こうろう",,,,,,,,,,,,27
534,満,None,み,None,None,満ちる,みちる,"To be full, To rise (e.g., tide)",月//つき//が空//そら//に昇//のぼ//り、海//うみ//は潮//しお//が満//み//ちてきた。,The moon rose in the sky and the tide began to rise.,満たす,みたす,"To fill, To satisfy",彼//かれ//の話//はなし//は、みんなの期//き//待//たい//を十//じゅう//分//ぶん//に満//み//たした。,His speech fully met everyone’s expectations.,満たされる,みたされる,"To be satisfied, To be fulfilled",この本//ほん//を読//よ//んで心//こころ//が満//み//たされた気//き//がする。,I feel like my heart has been fulfilled by reading this book.,,,,,,,,,,,,,,,,"み, ほん, しん, まん","み, ほん, しん, まん","み, ほん, しん, ま",,,,,,,,,,27
535,敗,None,やぶ,None,None,敗れる,やぶれる,To be defeated,彼//かれ//のチームは試//し//合//あい//に敗//やぶ//れた。,His team was defeated in the match.,,,,,,,,,,,,,,,,,,,,,,,,,,"やぶ, けん, しん, あぶ",,,,,,,,,,,,27
536,管,None,くだ,None,None,管,くだ,"Pipe, Tube",この管//くだ//から水//みず//が流//なが//れる。,Water flows through this pipe.,,,,,,,,,,,,,,,,,,,,,,,,,,"くだ, けん, しん, せん",,,,,,,,,,,,27
537,兵,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
538,器,None,うつわ,None,None,器,うつわ,"Vessel, Container",美//うつく//しい器//うつわ//に料//りょう//理//り//を盛//も//る。,Serve food in a beautiful dish.,,,,,,,,,,,,,,,,,,,,,,,,,,"うつわ, まくわ, はにわ, まにわ",,,,,,,,,,,,27
539,典,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
540,賀,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
541,賞,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
542,縄,None,なわ,None,None,縄,なわ,Rope,縄//なわ//で荷//に//物//もつ//を縛//しば//る。,Tie the luggage with a rope.,縄跳び,なわとび,Jump rope,子//こ//供//ども//たちが縄//なわ//跳//と//びをしている。,The children are playing jump rope.,沖縄,おきなわ,Okinawa,夏//なつ//に沖//おき//縄//なわ//の美//うつく//しい海//うみ//で泳//およ//ぎました。,I swam in the beautiful ocean of Okinawa in summer.,,,,,,,,,,,,,,,,"なわ, あわ, しん, けん","なわ, けん, しん, せん","なわ, じょう, しん, せん",,,,,,,,,,28
543,積,None,つ,None,None,積む,つむ,"To stack, To accumulate,To load",車//くるま//に荷物//にもつ//を積//つ//みました。,I loaded the luggage into the car.,積もる,つもる,To pile up,雪//ゆき//が積//つ//もる。,Snow piles up.,,,,,,,,,,,,,,,,,,,,,"つ, せ, し, け","つ, ず, し, じ",,,,,,,,,,,28
544,徳,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
545,録,None,しる,None,None,録る,とる,To record,会//かい/議//ぎ//の様子//ようす//を録//と//りました。,I recorded the meeting.,,,,,,,,,,,,,,,,,,,,,,,,,,"しる, ほく, か, うつ",,,,,,,,,,,,28
546,省,None,かえり,None,None,省みる,かえりみる,To reflect on oneself,彼//かれ//は過去//かこ//の過//あやま//ちを省//かえり//みた。,He reflected on his past mistakes.,,,,,,,,,,,,,,,,,,,,,,,,,,"かえり, まわ, まわり, あぶ",,,,,,,,,,,,28
547,熊,None,くま,None,None,熊,くま,Bear,山//やま//で熊//くま//に遭遇//そうぐう//した。,I encountered a bear in the mountains.,熊手,くまで,Rake (for leaves or good luck),熊//くま//手//で//を使//つか//って落//お//ち葉//ば//を集//あつ//める。,Use a rake to gather fallen leaves.,白熊,しろくま,Polar bear,白熊//しろくま//は北//ほっ//極//きょく//に生息//せいそく//する大型//おおがた//の肉//にく//食//しょく//動物//どうぶつ//です。,The polar bear is a large carnivore that lives in the Arctic.,,,,,,,,,,,,,,,,"くま, ゆう, しん, けん","くま, けん, しん, せん","くま, けん, しん, せん",,,,,,,,,,28
548,倉,None,くら,None,None,倉,くら,"Warehouse, Storehouse",古//ふる//い倉//くら//が残//のこ//っている。,An old warehouse remains.,,,,,,,,,,,,,,,,,,,,,,,,,,"くら, そう, しん, けん","くら, けん, しん, せん",,,,,,,,,,,28
549,唱,None,とな,None,None,唱える,となえる,"To chant, To recite, To advocate",魔法//まほう//使//つか//いが呪文//じゅもん//を唱//とな//えた。,The magician chanted a spell.,,,,,,,,,,,,,,,,,,,,,,,,,,"とな, かな, しん, けん",,,,,,,,,,,,28
550,周,None,まわ,None,None,周り,まわり,"Surroundings, Vicinity",公//こう//園//えん//の周//まわ//りには静//しず//かな家//いえ//が並//なら//んでいます。,Quiet houses line the surroundings of the park.,周る,まわる,"To go around, To rotate, To tour",私//わたし//たちは観//かん//光//こう//地//ち//を一日//いちにち//かけて周//まわ//りました。,We toured the sightseeing spots over the course of a day.,,,,,,,,,,,,,,,,,,,,,"まわ, しょう, えん, しゅう","まわ, しょう, えん, しゅう",,,,,,,,,,,28
551,材,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
552,健,None,すこ,None,None,健やか,すこやか,"Healthy, Sound",赤//あか//ちゃんは健//すこ//やかに育//そだ//ちました。,The baby grew up healthy.,,,,,,,,,,,,,,,,,,,,,,,,,,"すこ,すく,すけ,けん",,,,,,,,,,,,28
553,飛,None,と,None,None,飛ばす,とぶ,To fly,鳥//とり//は空//そら//を飛//と//んでいます。,Birds are flying in the sky.,,とばす,To fly something,子//こ//供//ども//が紙//かみ//飛//ひ//行//こう//機//き//を飛//と//ばしました。,The child flew a paper airplane.,飛び込//こ//む,とびこむ,To dive in,彼//かれ//はプールに飛//と//び込//こ//みました。,He dived into the pool.,,,,,,,,,,,,,,,,"と,ど,て,ほう","と,ひう,て,ほう","と,ど,た,ほう",,,,,,,,,,28
554,単,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
555,試,None,こころ,ため,None,試す,ためす,"To try, Test",新//あたら//しい方法//ほうほう//を試//ため//してみます。,I will try a new method.,試みる,こころみる,To attempt,彼//かれ//は何//なん//度//ど//も試//こころ//みました。,He attempted many times.,,,,,,,,,,,,,,,,,,,,,"ため,たん,たも,たく","こころ, しん,げん,ごん",,,,,,,,,,,28
556,旗,None,はた,None,None,旗,はた,Flag,運動会//うんどうかい//で旗//はた//を振//ふ//りました。,I waved a flag at the sports festival.,,,,,,,,,,,,,,,,,,,,,,,,,,"はた,はん,ひん,ほう","はた,ほん,ひん,ほう","はた,はん,み,ほう",,,,,,,,,,28
557,完,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
558,潟,None,かた,がた,None,干//ひ//潟,ひがた,Tidal flat,干//ひ//潟//がた//でカニを見//み//つけました。,I found crabs on the tidal flat.,新潟県,にいがたけん,Niigata Prefecture,新//にい//潟//がた//県//けん//はお米//こめ//の産//さん//地//ち//で有//ゆう//名//めい//です。,Niigata Prefecture is famous for its rice production.,,,,,,,,,,,,,,,,,,,,,"がた,けた,きた ,みなみ","がた,けた,きた ,みなみ",,,,,,,,,,,28
559,型,None,かた,がた,None,型,かた,"Shape, Model",この型//かた//を使//つか//ってクッキーを作//つく//ります。,I use this mold to make cookies.,型紙,かたがみ,Pattern paper,洋服//ようふく//を作//つく//るための型紙//かたがみ//です。,This is a pattern paper for making clothes.,大型,おおがた,Large size,大型//おおがた//のテレビを買//か//いました。,I bought a large-sized TV.,小型,こがた,Small size,小//こ//型//がた//の車//くるま//が好//す//きです。,I like small-sized cars.,,,,,,,,,,,"かた,ひん,きた,ほし","かた,けた,きた,つち","がた,けた,きた,ど","がた,けた,きた,どん",,,,,,,,,28
560,競,None,きそ,せ,None,競う,きそう,To compete,彼//かれ//は友達//ともだち//と速//はや//さを競//きそ//いました。,He competed with his friend in speed.,競り合う,せりあう,"To vie, To struggle against",両//りょう//者//しゃ//は最//さい//後//ご//まで競//せ//り合//あ//いました。,Both parties vied until the very end.,,,,,,,,,,,,,,,,,,,,,"きそ,そ,そん,せい","せ,そ,そん,せい",,,,,,,,,,,28
561,験,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
562,給,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
563,梅,None,うめ,None,None,梅,うめ,Plum,庭//にわ//に梅//うめ//の木//き//を植//う//えました。,I planted a plum tree in the garden.,梅干//ぼ//し,うめぼし,Pickled plum,お弁当//べんとう//に梅//うめ//干//ぼ//しを入//い//れました。,I put a pickled plum in my bento.,梅酒,うめしゅ,Plum wine,梅酒//うめしゅ//は甘//あま//くて飲//の//みやすいです。,Plum wine is sweet and easy to drink.,,,,,,,,,,,,,,,,"うめ,もも,さくら,たけ","うめ,もも,さくら,たけ","うめ,もも,さくら,たけ",,,,,,,,,,29
564,働,None,はたら,ばたら,None,働く,はたらく,To work,彼//かれ//は会社//かいしゃ//で働//はたら//いています。,He works at a company.,働き者,はたらきもの,Hardworking person,彼女//かのじょ//はとても働//はたら//き者//もの//です。,She is a very hardworking person.,共働き,ともばたらき,Dual-income household,私//わたし//たちは共//とも//働//ばたら//きです。,We are a dual-income household.,,,,,,,,,,,,,,,,"はたら,しごと,そく,はん","はたら,しごと,そく,はん","ばたら,しごと,ちから,どう",,,,,,,,,,29
565,辞,None,や,None,None,辞める,やめる,"To quit, Resign",彼//かれ//は仕//し//事//ごと//を辞//や//めました。,He quit his job.,,,,,,,,,,,,,,,,,,,,,,,,,,"や,そく,ひん,しゅう",,,,,,,,,,,,29
